280608_5.0017;TROS
200902_2.0010;KRASNE
046401_1.0300;W≥oc≥awek KM 30
321506_2.0020;Kwakowo
326201_1.3041;Nad Odrπ 41
280903_2.0008;ØYTOWO
201208_2.0001;ADAMOWIZNA
220202_5.0004;Czapiewice
286101_1.0007;7
286101_1.0003;3
286101_1.0010;10
220202_5.0005;Czyczkowy
220203_2.0020;Ostrowite gm.Chojnice
220204_5.0002;BÍdümierowice
220204_5.0018;Odry
220204_5.0020;Rytel
186101_1.0002;Polanka
186101_1.0001;TuraszÛwka
306401_1.0051;POZNA—
306401_1.0039;£AZARZ
306401_1.0021;JEØYCE
306401_1.0003;KOMANDORIA
166101_1.0005;BIERKOWICE
166101_1.0057;GROTOWICE
166101_1.0049;WR”BLIN
246601_1.0045;Przedmieúcie
246601_1.0048;Sikornik
246601_1.0043;Politechnika
246601_1.0034;£πki K≥odnickie
206201_1.0002;£omøa 2
101901_1.0015;PI TNASTY
101901_1.0020;DWUDZIESTY
101901_1.0027;DWUDZIESTY SI”DMY
100807_2.0004;HermanÛw-4
100807_2.0023;åwiπtniki-23
100602_2.0007;NOWY BEDO—
100611_4.0010;10
100611_4.0019;19
100611_4.0015;15
100607_4.0004;OBR B 4
101103_4.0004;4
101103_4.0011;11
101103_4.0013;13
101201_1.0013;0013
101201_1.0016;0016
101201_1.0020;0020
101201_1.0023;0023
101201_1.0030;0030
101201_1.0035;0035
101201_1.0037;0037
101201_1.0040;0040
101201_1.0043;0043
101203_2.0002;CiÍøkowice
101203_2.0006;GÛrka
101203_2.0009;Kotfin
101203_2.0011;Micha≥opol
101203_2.0019;Wojnowice
101211_4.0003;0003
101211_4.0004;0004
101211_4.0006;0006
100906_2.0002;Bugaj Lipnicki
100906_2.0006;Katarzynopole
100906_2.0011;£ukomierz
100906_2.0020;Zmyúlona
100706_2.0015;StefanÛw
101007_2.0006;06-£Íg RÍczyÒski
100101_1.0014;14
100101_1.0021;21
100101_1.0022;22
100102_2.0019;LUDWIK”W
100102_2.0013;KA£DUNY
100102_2.0022;MAZURY
100102_2.0015;KORCZEW
100102_2.0031;POST KALICE KOLONIA
100105_2.0004;KAWALCE
100105_2.0019;PGR ZARZECZE
100108_4.0010;10
100108_4.0014;14
100106_2.0016;RUSIEC
101009_4.0010;ObrÍb 10
106201_1.0008;OBR B 8
101303_2.0031;ZUSKI
100211_5.0002;BRZEZINY
100211_5.0020;ØABIK”W
100202_2.0044;WYR”W
021503_5.0016;Piekary
020401_4.0001;G”RA
020402_2.0015;PISKORZE
020305_2.0005;LESZKOWICE
020302_2.0006;KRZEKOT”W
020505_2.0012;Z BOWICE
020701_1.0008;Kamienna GÛra-8
020702_2.0006;OGORZELEC
020702_2.0014;DOBROMYåL
020703_4.0003;LUBAWKA_3
020702_2.0021;OLSZYNY
022002_5.0002;Brzeüno
022002_5.0010;Kopaszyn
306201_1.0007;£Íøyn
306201_1.0003;Glinka
306201_1.0012;Nies≥usz
306101_1.0022;022 Piskorzewie
306101_1.0057;057 Tyniec
306101_1.0128;128 Ogrody
306101_1.0089;089 RajskÛw
306101_1.0126;126 Ogrody
306101_1.0140;140 MajkÛw
306101_1.0109;109 Zagorzynek
306101_1.0006;006 Chmielnik
306101_1.0003;003 Chmielnik
306101_1.0112;112 MajkÛw
306101_1.0120;120 Rypinek
306101_1.0146;146 NoskÛw
306101_1.0136;136 MajkÛw
306101_1.0052;052 Tyniec
306101_1.0078;078 Dobrzec
306101_1.0008;008 Chmielnik
306101_1.0011;011 Chmielnik
306101_1.0077;077 Dobrzec
306101_1.0093;093 Rypinek
306101_1.0049;049 Tyniec
306101_1.0037;037 Ogrody
306101_1.0121;121 Rypinek
306101_1.0161;161 Sulis≥awice
306101_1.0039;039 Ogrody
306101_1.0158;091A Rypinek
306101_1.0154;026A Tyniec
306101_1.0051;051 Tyniec
280106_5.0033;åmiardowo
141508_4.0007;MYSZYNIEC-miasto
020203_5.0003;PISKORZ”W
280703_2.0017;KamieÒ Ma≥y
280703_2.0037;Sza≥kowo
280703_2.0045;Wola KamieÒska
281004_2.0023;Zgon
280610_2.0001;CYBULKI
280610_2.0002;CZARN”WKA
280610_2.0012;SIEDLISKA
280610_2.0015;SZCZEPANKI
280610_2.0017;TALKI
280202_2.0003;Grzechotki
180710_2.0012;Polany Surowiczne
020502_4.0002;OBR B 2
280103_2.0001;ARDAPY
280103_2.0042;MINTY
280103_2.0056;RODNOWO
280103_2.0058;SKITNO
280103_2.0064;SPYTAJNY
280103_2.0068;TROMITY
280103_2.0070;WAJSNORY
280802_2.0009;DÍbiany
280802_2.0019;Kπp≥awki
280802_2.0032;Modgraby
280802_2.0033;Mo≥tajny
280802_2.0035;Niedzia≥ki
280802_2.0046;Silginy
280802_2.0049;S≥awosze
280802_2.0056;Wielewo
280802_2.0060;WypÍk
280302_2.0017;MOSZNICA
280302_2.0022;POØARY
280705_2.0001;Byszwa≥d
280705_2.0007;Kazanice
280705_2.0018;Roøental
280705_2.0020;Samp≥awa
280904_2.0001;Poborowo
280202_2.0008;Miko≥ajewo
280202_2.0009;Nowa Pas≥Íka
280202_2.0014;Rusy
280202_2.0019;Zawierz
280606_2.0004;JAGODNE WIELKIE
180710_2.0010;Jasiel
020703_5.0014;Uniemyúl
020703_5.0007;NiedamirÛw
021003_5.0003;GRABISZYCE G”RNE
241711_2.0004;SÛl
240309_2.0003;KONIAK”W
240307_2.0010;PU—C”W
240301_1.0027;27
182102_2.0014;STRZEBOWISKA
180710_2.0004;Lipowiec
180506_2.0007;Oøenna
160701_5.0005;GIERA£CICE
160701_5.0007;KONRAD”W
160204_5.0010;åCIBORZYCE WIELKIE
160204_5.0004;DZIERØYS£AW
160203_5.0029;R”WNE
160203_5.0008;DOBIESZ”W
160202_2.0003;BRANICE
121108_2.0003;Kacwin
121105_2.0002;Jab≥onka
121103_2.0010;PODCZERWONE
121102_4.0002;obrÍb 2
121011_5.0001;AndrzejÛwka
022507_2.0004;J DRZYCHOWICE
022504_5.0001;BIELAWA DOLNA
022502_1.0007;VII
020812_5.0011;T≥umaczÛw
020812_4.0002;RadkÛw 2
020811_2.0001;Bartnica
020810_5.0015;Nowa Wieú
020810_5.0016;Pisary
020810_5.0001;BoboszÛw
020810_4.0001;MiÍdzylesie
020806_5.0013;Mostowice
020803_1.0001;Bukowina
022504_5.0009;ØARKA NAD NYS•
160903_2.0047;BRZEZIE
320407_5.0004;Mi≥owo
320407_5.0011;Zielonczyn
181805_5.0002;Baraki Stare
181805_5.0005;Goliszowiec
181805_5.0009;KarkÛwka
181805_5.0007;Janiki
160912_5.0001;Goszczowice
186301_1.0003;Bzianka
041813_2.0022;PoddÍbice
081001_1.0001;1
201404_2.0015;Srebrna
180710_2.0014;Surowica
200802_2.0009;Kπty
200804_5.0010;OGRODNIKI
220202_5.0015;MÍcika≥
280103_2.0012;D•BROWA
301011_2.0014;STARE MIASTO
300602_5.0012;RADLIN
302504_5.0019;P TKOWO
302502_2.0003;MI•SKOWO
302504_5.0001;BRODOWO
302503_2.0003;BOGUSZYNEK
226101_1.0001;Osowa
226101_1.0008;008
320402_5.0028;Za≥om
326201_1.4002;Dπbie 2
080806_4.0001;1
142404_4.0029;PU£TUSK-29
320605_5.0013;Kurzycko
320605_5.0012;KÍpa
281002_5.0015;TA£TY
302111_5.0010;MåCISZEWO
022003_4.0001;Trzebnica
022003_5.0026;Nowy DwÛr
100602_2.0010;ZIELONA G”RA
100704_5.0010;KLINY
320302_5.0008;Do≥gie
301011_2.0018;ØYCHLIN
180407_4.0001;PRUCHNIK
320604_5.0018;Pniewo
241304_1.0023;Pniowiec
121402_5.0012;Piotrowice
121402_5.0002;Dolany
121402_5.0014;Rachwa≥owice
260413_5.0021;RUDKI
260413_5.0017;STARA S£UPIA
260415_5.0005;GUMIENICE
260415_5.0018;STRASZNI”W
260415_5.0012;PODLESIE
260415_5.0015;STROJN”W
260415_5.0006;HOLENDRY
261208_5.0012;SOLEC STARY
261208_5.0016;WYMYS£”W
260304_5.0005;K S”W
260304_5.0007;KOCINA
260104_5.0022;W”JECZKA
260104_5.0013;OBLEKO—
260104_5.0020;WOLA BIECHOWSKA
260104_5.0006;KARSY DUØE
260104_5.0004;GRABOWICA
260104_5.0023;ZBOR”WEK
281708_5.0009;LESINY WIELKIE
281708_5.0018;WYØEGI
020505_2.0008;PASZOWICE
022506_4.0001;WÍgliniec-1
101103_5.0007;CHROPY
101103_5.0019;KLEMENT”W
100611_4.0013;13
101009_5.0022;W£ODZIMIERZ”W
101608_2.0011;KANICE KOLONIA
200604_2.0003;Chludnie
141602_2.0012;£Ítownica-Parcele
201405_2.0018;GRZYMA£Y
201405_2.0026;KRAJEWO KORYTKI
201404_2.0002;Kaczynek
201404_2.0012;Ryno≥ty
201404_2.0018;ZarÍby Jartuzy
220204_5.0012;£πg Kolonia
281509_2.0031;SAMBOROWO
306401_1.0022;KRZYØOWNIKI
301005_2.0008;GR•BLIN
306201_1.0004;Gos≥awice
181805_5.0004;Gielnia
221104_5.0003;JastrzÍbia GÛra
141212_5.0024;TROJAN”W
141212_5.0014;£UK”WIEC
141212_5.0012;LIPINY
141212_5.0019;PORZEWNICA
320905_5.0012;Sarbinowo
143703_5.0021;P£OCICZNO
143703_5.0010;KONOPATY
143703_5.0029;SYBERIA
143703_5.0001;B•DZYN
143703_5.0015;£AZY
143703_5.0013;LISINY
143703_5.0037;ØELAèNIA
241606_5.0002;GIEB£O
302201_5.0012;Tarchalin
302201_5.0007;Goúciejewice
302201_5.0014;Wydartowo
260108_4.0001;WIåLICA
260108_5.0004;GORYS£AWICE
260108_5.0018;SZCZYTNIKI
261202_2.0001;BESZOWA
261203_5.0012;WOJN”W
302113_2.0006;MROWINO
302113_2.0003;KIEKRZ
302104_2.0015;BOLECHOWO-OSIEDLE
302107_2.0003;KOMORNIKI
302107_2.0008;WIRY
302115_2.0007;Z£OTNIKI
226201_1.0013;DZIA£KI LEåNE
226201_1.0017;KARWINY
226201_1.0025;RED£OWO
281708_5.0007;KO£ODZIEJOWY GR•D
226101_1.0146;146
226101_1.0062;062
060506_5.0006;FELIN”W
060506_5.0022;WOLICA II
060506_5.0014;S£UPIE
260407_5.0008;ZBELUTKA NOWA
300601_5.0010;NIEDèWIADY
300601_5.0005;G”RA
302003_5.0012;POLSKIE OL DRY
302003_5.0005;GUSTAW”W
060311_5.0024;ROMAN”WKA
060315_5.0024;ZYNGIER”WKA FELCZYN
060315_5.0020;WERESZCZE MA£E
060315_5.0013;NIEDZIA£OWICE I
060315_5.0003;ALEKSANDRIA NIEDZIA£OWSKA
060315_4.0014;REJOWIEC
060708_5.0006;KOZAR”W
061202_5.0012;12-STARE KALISZANY
061805_5.0010;Mosty Ma≥e
061805_5.0013;NowosiÛ≥ki Kardynalskie
061805_5.0022;Teniatyska
061805_5.0002;DÍby
260504_5.0001;FILIPY
260504_5.0021;PAKU£Y
301403_5.0017;WIELOWIEå
286201_1.0006;Olsztyn 6
286201_1.0021;Olsztyn 21
286201_1.0023;Olsztyn 23
286201_1.0024;Olsztyn 24
286201_1.0051;Olsztyn 51
286201_1.0052;Olsztyn 52
286201_1.0063;Olsztyn 63
286201_1.0070;Olsztyn 70
286201_1.0083;Olsztyn 83
286201_1.0086;Olsztyn 86
286201_1.0092;Olsztyn 92
286201_1.0106;Olsztyn 106
286201_1.0115;Olsztyn 115
286201_1.0118;Olsztyn 118
286201_1.0133;Olsztyn 133
286201_1.0149;Olsztyn 149
286201_1.0151;Olsztyn 151
286201_1.0152;Olsztyn 152
286201_1.0155;Olsztyn 155
101804_4.0010;JEØOPOLE
101804_5.0002;CHOJNY
101804_5.0021;£ KI MA£E
100406_5.0030;SYPIN-BOROWIEC
100406_5.0005;CZERNIK”W
100406_5.0013;KONARZEW
100406_5.0021;ORENICE
100406_5.0028;SU£KOWICE I
100406_4.0023;PI•TEK
100406_5.0024;PIEKARY
142004_5.0025;ZDZIARKA
142004_5.0010;BOGUSZYN
142004_5.0011;STARE RADZIKOWO
142004_5.0003;RASZEWO W£OåCIA—SKIE
260903_5.0017;NAS£AWICE
260903_5.0008;G”RKI KLIMONTOWSKIE
260903_5.0002;BERADZ
181606_5.0001;Budy G≥ogowskie
140602_2.0031;OLEåNIK
260103_5.0004;CZARKOWY
260103_5.0020;STARY KORCZYN
260103_5.0021;STROØYSKA
260103_5.0015;PIASEK WIELKI
260103_5.0023;WINIARY DOLNE
260103_5.0016;PODRAJE
260103_5.0005;G”RNOWOLA
120606_5.0016;Tenczynek
142905_5.0031;W”LKA OKR•GLIK
141604_5.0005;Stare Kaczkowo
320704_4.0020;MiÍdzyzdroje 20
320507_2.0006;Niechorze
320508_5.0022;Mrzeøyno - 2
142306_5.0012;KUèNICA
140702_2.0005;CECYL”WKA MARIAMPOLSKA
260106_5.0009;KUCHARY
260106_5.0027;TOPOLA
260106_5.0026;SZKLAN”W
142512_2.0007;KOL. WAWRZYSZ”W
142512_2.0022;S£AWNO
260106_5.0024;SZCZEGLIN
140404_5.0009;LUBIK”W
060206_5.0008;HOSZNIA ORDYNACKA
060206_5.0013;W”LKA ABRAMOWSKA
060206_5.0007;HOSZNIA ABRAMOWSKA
041813_2.0024;Potok
140906_5.0017;S£USZCZYN
140906_5.0019;WOLA PAW£OWSKA
143805_5.0024;PODBUSZYCE
143805_5.0028;R”ØAN”W
143805_5.0030;SOKULE
143805_5.0008;FELIKS”W
143805_5.0009;FRANCISZK”W
143805_5.0038;WOLA MIEDNIEWSKA
143805_5.0012;JAN”WEK
143805_5.0031;STARA WIEå
300102_5.0002;Nowe Brzeüno
260209_5.0020;NAWARZYCE
260209_5.0004;DROBLIN
260209_5.0031;PRZY£ CZEK
300102_5.0015;Wyszynki
300102_5.0004;Bukowiec
300102_5.0016;Wyszyny
300705_5.0008;KRZYØ”WKI
300705_5.0003;D BSKO
300705_5.0002;CHODYBKI
146516_8.0538;1-05-38
060805_5.0013;SAMOKL SKI KOL.NR.1
060805_5.0012;RUDKA GO£ BSKA
060805_4.0001;KAMIONKA
300102_5.0010;OstrÛwki
143805_4.0001;WISKITKI-MIASTO
141206_2.0040;W”LKA ML CKA
060312_2.0007;KOZIA G”RA
060312_2.0003;CHYLIN
142103_5.0013;MOSZNA-WIEå
120402_5.0012;Morzychna
300602_4.0001;CIåWICA
300602_5.0004;GOLINA
181302_5.0011;Przedmieúcie Dubieckie
041806_5.0001;BRZYSZEWO
086201_1.0046;46
086201_1.0058;58
086201_1.0051;51
086201_1.0052;52
040601_2.0018;SosnÛwka
142011_5.0010;J DRZEJEWO
142011_5.0007;GROMADZYN
142011_5.0018;NIEWIKLA
142011_5.0015;KUCHARY
142011_5.0020;PRUSZKOWO
142011_5.0027;WYCINKI
121304_5.0012;Nowa Wieú
181704_2.0016;Pre≥uki
181704_2.0020;Smolnik
181707_5.0008;MorochÛw
040706_4.0009;Kruszwica Obr. 9
161103_4.0039;KOLONOWSKIE
280205_5.0006;GLEBISKA
142207_2.0035;SZLA
180303_2.0003;Czarna
220802_1.0002;£eba obr 2
280206_2.0015;STRUBNO
280207_2.0004;G£ADYSZE
280207_2.0010;S£OBITY
181303_2.0023;SÛlca
241101_1.0003;MIEDONIA
181309_2.0008;Stubno
181303_2.0013;Leszczyny
181302_5.0009;Podbukowina
100702_5.0011;STRZYØ”W
181310_2.0009;Øurawica
100704_5.0014;KRAåNICA
100704_5.0019;MODRZEWEK
100707_2.0019;OSTROØNA
280707_5.0019;åliwa
280704_5.0015;Ogrodzieniec
280704_5.0019;Trupel
280703_2.0021;£anioch
280703_2.0025;Mozgowo
100704_5.0021;OGONOWICE
100707_2.0010;GRUDZE— LAS
101609_2.0017;TWARDA
121602_2.0003;Chojnik
241107_2.0008;PAW£”W
241102_2.0004;POGRZEBIE—
280704_5.0020;Wa≥dowo
061202_5.0014;14-KOLCZYN
241108_2.0010;MODZUR”W
140313_2.0021;ZAKRZEW
140306_2.0014;LEWIK”W
061203_2.0011;11-UåCI•Ø
061207_2.0023;23-ZARUDKI
061206_5.0003;03-KOCIAN”W
061206_5.0005;05-KOWALA   DRUGA
021605_5.0009;Szklarki
020102_2.0006;DOBRA
020102_2.0026;STARA OLESZNA
020102_2.0019;NOWA WIEå
020101_1.0013;Boles≥awiec-13
020104_5.0002;GIERA£T”W
020103_2.0006;OS£A
020104_5.0009;WYKROTY
142303_2.0012;NOWY åWIAT
241104_2.0002;BOLES£AW
241103_5.0002;BORUCIN
241103_5.0003;KRZANOWICE
020106_2.0001;IWINY
061207_2.0006;06-KOSIOR”W
061206_5.0009;09-NIEZABIT”W - KOLONIA
061207_2.0004;04-K PA CHOTECKA
061207_2.0013;13-RYBAKI
061202_5.0026;26-PIELGRZYMKA
061202_5.0006;06-CHRUåLANKI MAZANOWSKIE
061202_5.0007;07-CHRUåLINA
061203_2.0015;15-WYMYS£”W
061202_5.0021;21-NIESIO£OWICE
061202_5.0004;04-B”R
061203_2.0009;09-NOWOR•BL”W
061206_5.0018;18-ZOFIANKA
120107_2.0004;DπbrÛwka
120109_2.0005;Øegocina
060506_4.0001;MODLIBORZYCE
281401_5.0018;MOKINY
281410_2.0006;GROSZKOWO
020503_2.0002;CHROåLICE
020504_2.0008;NIEDASZ”W
060504_2.0010;W”LKA RATAJSKA
247501_1.0011;11
060504_2.0014;ZDZI£OWICE TRZECIE
240202_2.0004;JANOWICE
240203_2.0002;GODZISZKA
240207_2.0002;STRACONKA
240210_2.0007;WILKOWICE
240208_2.0001;BUJAK”W
240205_2.0006;KOWALE
060507_2.0012;RADWAN”WKA
060502_2.0006;CHRZANOW TRZECI
060503_2.0010;KOCUDZA TRZECIA
320603_4.0002;Chojna 2
041408_5.0014;Mirowice
041408_5.0017;Parlin
041408_5.0025;Zbrachlin
060604_5.0018;Tarzymiechy
060604_5.0023;Zalesie Kolonia
060604_5.0001;Bobliwo
100806_5.0028;ZALEW
100806_5.0019;MIROS£AWICE
100806_5.0005;KOLONIA BECHCICE
100806_5.0026;WOLA PUCZNIEWSKA
100806_5.0012;JERWONICE
100806_5.0029;ZDZIECH”W
241403_1.0005;Smardzowice
247701_1.0004;Urbanowice
300407_5.0006;JANISZEWO
141204_5.0020;WOèBIN
321203_4.0002;Lipiany 2
041409_5.0014;PrzechÛwko
041409_5.0015;Polski Konopat
142008_5.0025;POPIELØYN DOLNY
142008_5.0028;SALAMONKA
142008_5.0037;ØO£ DOWO
142008_5.0005;CZARNOTY
240412_5.0003;Krasawa
040904_5.0018;Ostrowo
260602_5.0013;£AGOWICA NOWA
260602_5.0003;DZIEWI•TLE
260602_5.0024;WOJNOWICE
260602_5.0001;BODUSZ”W
301903_5.0008;PRAWOMYåL
142506_5.0014;PIOTROWICE
041502_2.0004;BrπchnÛwko
041505_2.0003;Brπchnowo
041505_2.0006;Pigøa
041507_2.0010;Obory
186201_1.0214;214
201101_4.0002;0002 D•BROWA BIA£OSTOCKA
260206_4.0002;SÍdziszÛw 2
260202_4.0002;JÍdrzejÛw 2
321401_1.0004;0004 Stargard
281501_1.0002;0002 OSTR”DA
320702_4.0002;0002 Golczewo
320706_4.0002;0002 Wolin
321411_4.0002;0002 Miasto SuchaÒ
321402_4.0002;0002 Miasto Chociwel
321403_4.0001;0001 Miasto Dobrzany
320706_4.0006;0006 Wolin
140304_2.0017;STARY PUZN”W
221104_4.0002;W≥adys≥awowo 02
141212_5.0015;MA£A WIEå
302202_5.0012;Rogoøewo
302202_5.0015;Szkaradowo
302204_2.0012;Sowy
302201_5.0015;Zaborowice
302201_5.0011;Su≥Ûw Ma≥y
022406_5.0015;NIEDèWIEDè
022406_5.0013;LUBN”W
022404_2.0006;PRZEDBOROWA
022405_5.0009;PAW£OWICE
022406_5.0025;STARCZ”WEK
022406_5.0020;POMIAN”W DOLNY
022403_5.0014;årem
022403_5.0015;Topola
022403_5.0002;Cha≥upki
022302_2.0020;Kie≥czÛw
022302_2.0010;D≥ugo≥Íka
022302_2.0017;KamieÒ
022307_5.0022;Øerzuszyce
022308_5.0012;Radwanice
022306_2.0005;ManiÛw Wielki
241506_2.0004;GORZYCE
241507_2.0001;BUK”W
241204_2.0001;ADAMOWICE
320801_1.0007;7
320807_2.0028;SianoøÍty
141210_2.0003;BUDZISKA
140303_2.0010;JAèWINY
301307_2.0001;Boguszyn
302602_5.0007;LUBIATOWO
220504_2.0007;Leszczynki
220502_5.0006;Grzybno
241403_1.0004;LÍdziny
143501_2.0018;BUDY STARE
143505_5.0021;åWINIOTOP
022101_1.0005;NR 5 STARY LESIENIEC
240905_5.0006;PrzybynÛw
240902_5.0011;Lgota Nadwarcie
080701_2.0008;KrÍpiny
060914_2.0002;BISKUPIE KOLONIA
060914_2.0010;åWIDNIK MA£Y KOLONIA
060914_2.0016;£USZCZ”W PIERWSZY
142202_5.0027;M•CICE
260804_5.0013;KOPERNIA
260209_5.0038;WODACZ
260207_2.0001;D•BROWICA
241105_5.0006;RUDY
241201_4.0004;LESZCZYNY
220106_5.0018;Przeradü
060214_2.0008;NOWA WIEå
220303_2.0019;SIEROCZYN
143201_5.0009;CHOLEWY
200709_2.0005;Gontarze
221107_2.0011;Moúcie B≥ota
221104_4.0007;W≥adys≥awowo 07
180405_2.0003;CZERNIAWKA
180408_2.0009;M≥yny
180410_2.0009;WI CKOWICE
221106_2.0006;Kartoszyno
221107_2.0005;DomatÛwko
221107_2.0007;Leúniewo
221107_2.0004;Domatowo
221106_2.0018;Sulicice
101802_2.0005;KNIATOWY
101806_2.0001;SOKOLNIKI
101807_5.0004;KLATKA
221107_2.0024;Werblinia
221107_2.0019;Smolno
221106_2.0001;Bia≥ogÛra
221104_5.0005;Ostrowo
201007_2.0006;KLUKOWICZE
201105_2.0025;SACZKOWCE
201104_5.0008;JUROWLANY
201110_2.0040;USNARZ G”RNY
200506_2.0027;WIERZCHOWSKIE
061903_2.0007;KULCZYN
061902_2.0008;KONSTANTYN
061906_2.0008;SOBIB”R
226401_1.0052;52
281803_5.0001;BA£UPIANY
281803_5.0006;GALWIECIE
180408_2.0001;BudzyÒ
180108_5.0001;Ar≥amÛw
180108_5.0002;BandrÛw Narodowy
181303_2.0016;Nowe Sady
181303_2.0018;Paportno
060402_2.0216;Go≥Íbie
061813_2.0017;Szczepiatyn
061813_2.0006;Korczmin
180904_2.0017;Sieniawka
201209_2.0030;SUDAWSKIE
201206_2.0010;KUPOWO
201206_2.0017;POSZESZUPIE-FOLWARK
221508_2.0020;åwichowo
321103_4.0001;Nowe Warpno 1
200904_2.0030;WO£Y—CE
200904_2.0009;KREJWIANY
221509_2.0019;Bojano
221502_1.0012;Rumia 12
221504_2.0006;Choczewo
221509_2.0018;Warzno
221508_2.0011;£Íczyce
221505_2.0014;S≥uszewo
221503_1.0019;Wejherowo 19
221508_2.0008;GodÍtowo
221505_2.0001;Bychowo
221509_2.0005;Donimierz
221503_1.0018;Wejherowo 18
221504_2.0001;Jackowo
221503_1.0004;Wejherowo 04
221507_2.0009;Zelewo
221502_1.0006;Rumia 06
221504_2.0013;Lubiatowo
221509_2.0006;G≥azica
221502_1.0007;Rumia 07
221510_2.0001;Bieszkowice
200902_2.0022;ZELWA
200702_2.0026;Pniewo
200704_5.0015;Ptaki
280608_5.0014;S£ABOWO
201209_2.0027;SOLINY
201209_2.0031;SZEåCIW£”KI
201209_2.0034;WIØAJNY
280702_1.0002;Lubawa 2
280702_1.0004;Lubawa 4
280702_1.0006;Lubawa 6
280702_1.0008;Lubawa 8
220405_2.0011;Olszanka
220102_5.0009;Pomysk Wielki
220102_5.0013;åwiπtkowo
220106_5.0017;Popowice
220106_5.0025;Trzcinno
220106_5.0032;Wo≥cza Wielka
220106_5.0033;Zadry
021003_5.0012;SZYSZKOWA
021003_5.0006;KOåCIELNIKI åREDNIE
040202_2.0017;TYLICE
040202_2.0018;W•DZY—
181108_5.0078;Dulcza Ma≥a
180908_2.0006;Potok Jaworowski
181002_2.0004;KorniaktÛw PÛ≥nocny
181004_2.0001;Albigowa
181006_2.0106;Wydrze
181104_2.0034;OstrÛwek
180805_5.0006;£Ítownia
180905_5.0009;£Ûwcza
181110_2.0103;Jamy
181110_2.0111;Wierzchowiny
181202_2.0007;Majdan GolczaÒski
181107_5.0061;Bia≥y BÛr
180907_2.0003;Moszczanica
180907_2.0005;Stary DzikÛw
181003_2.0005;Medynia £aÒcucka
181005_2.0001;HusÛw
181005_2.0002;Markowa
181103_2.0021;Czermin
181103_2.0023;£ysakÛw
181103_2.0024;Ota≥Íø
181106_2.0054;Pierzchne
181106_2.0059;Zaduszniki
181107_5.0065;£πczki Brzeskie
181107_5.0069;Tuszyma
181109_2.0093;Jaúlany
180708_5.0014;RymanÛw ZdrÛj
180708_5.0020;WrÛblik KrÛlewski
180708_5.0021;WrÛblik Szlachecki
180710_2.0003;Jaúliska
180802_2.0017;Zmys≥Ûwka
180805_4.0007;Nowa Sarzyna
180902_5.0004;Gorajec
180902_5.0008;Nowy Lubliniec
180902_5.0010;ØukÛw
180904_2.0020;WÛlka Krowicka
181308_2.0007;£uczyce
181203_2.0004;Krzywdy
181301_2.0009;Jawornik Ruski
181301_2.0028;Øohatyn
181301_2.0021;Malawa
181301_2.0018;£odzinka Dolna
181304_2.0003;Cisowa
200102_2.0020;NETTA PIERWSZA
200102_2.0021;RUTKI NOWE
181602_5.0002;B≥aøowa Dolna
182103_5.0001;BACHLAWA
181207_5.0009;DπbrÛwka
182105_2.0012;RADZIEJOWA
182105_2.0006;G”RZANKA
200102_2.0024;POSIELANIE
181607_2.0004;Hyøne
182105_2.0022;WOLA MATIASZOWA
182105_2.0010;POLANKI
181612_2.0010;Woliczka
181612_2.0007;Rudna Wielka
181613_2.0004;Nowa Wieú
182105_2.0024;ZAW”Z
182105_2.0004;B”BRKA
181303_2.0020;Rybotycze
181303_2.0001;Aksmanice
182105_2.0013;RAJSKIE
182105_2.0007;HORODEK
200102_2.0031;TOPI£”WKA
181704_2.0009;Kulaszne
181704_2.0023;SzczerbanÛwka
181303_2.0003;Darowice
186301_1.0208;208 Nowe Miasto
186301_1.0212;212 Staroniwa
181802_2.0006;BojanÛw
181802_2.0001;CisÛw Las
181307_2.0009;Or≥y
186301_1.0215;215 PrzybyszÛwka
186301_1.0216;216 Staromieúcie
186301_1.0218;218 Wilkowyja Pn.
186301_1.0222;222 RzeszÛw-PrzybyszÛwka II
181310_2.0005;Kosienice
181904_4.0002;STRZYØ”W OBR.2
186401_1.0008;SobÛw
186401_1.0009;Wielowieú
181905_2.0008;OPAR”WKA
200102_2.0038;£•KI NAD RZEK• ROSPUD•
181902_2.0007;HUTA GOGO£OWSKA
181902_2.0005;GLINIK åREDNI
181204_2.0008;Koziarnia
181409_2.0001;KISIEL”W
181409_2.0009;ØURAWICZKI
181205_5.0002;Nowa Wieú gm.Nisko
182101_2.0009;MCHAWA
181504_4.0001;S DZISZ”W MA£OPOLSKI
181503_5.0004;£•CZKI KUCHARSKIE
181503_5.0001;BRZEZ”WKA
200107_2.0030;LEBIEDZIN
182104_2.0003;PASZOWA
182104_2.0001;OLSZANICA
181610_2.0003;So≥onka
181609_2.0003;PalikÛwka
200101_1.0005;OBR B 5
200206_5.0012;£APY £YNKI
200104_4.0001;MIASTO LIPSK
200206_5.0004;G•S”WKA OLEKSIN
181703_2.0009;P≥onna
181705_2.0017;PakoszÛwka
200107_2.0001;BALINKA
181705_2.0031;Zab≥otce
181705_2.0008;Jurowce
181705_2.0004;Dobra
200107_2.0004;CIS”W
200209_5.0003;GRAB”WKA
200209_5.0009;OGRODNICZKI
181707_5.0003;Czaszyn
200201_5.0001;BABINO
200201_5.0012;KOåCIUKI
200201_5.0023;ROG”WEK
200206_5.0013;£APY PLUåNIAKI
200209_5.0004;HENRYKOWO
181804_2.0013;Zalesie
